sleep_inflicted_delta,frz_inflicted_delta,par_inflicted_delta,blended_faints_before_first_ko,p2_strategic_switches,delta_missed_moves,player_won,lead_spd_delta,first_sleep,p1_avg_remaining_health,p2_avg_remaining_health,p1_tauros_hp_pct,p1_chansey_hp_pct
2,3,5,1,12,1,1,15,3,0.7633333333333333,0.5283333333333333,1.0,0.0
3,0,-2,0,6,0,1,-20,1,0.6559981033665244,0.4562925551269767,1.0,0.9359886201991465
0,0,12,0,3,-1,1,5,0,0.82192247737901,0.6678859482555929,1.0,0.4267425320056899
6,0,-8,2,8,6,1,-20,9,0.5366666666666667,0.5016666666666666,1.0,0.0
0,0,6,0,12,-2,1,20,-2,0.8516666666666667,0.695,0.0,0.64
3,0,5,2,6,3,1,90,28,0.5683333333333334,0.3416666666666666,1.0,0.0
3,3,0,0,3,-1,1,0,2,0.66,0.5583333333333333,1.0,0.81
3,0,-4,0,10,3,1,5,5,0.51,0.325,0.2,0.86
0,0,3,4,8,-2,1,-10,0,0.18666666666666668,0.5316666666666666,0.31,0.0
9,0,4,0,10,2,1,-15,1,0.6033333333333334,0.16,0.79,0.83
1,4,-1,1,6,-3,1,0,1,0.4916666666666667,0.32666666666666666,0.51,1.0
-3,0,5,0,7,-1,1,-10,-2,0.25333333333333335,0.44999999999999996,0.73,0.0
-7,0,3,2,4,-5,1,5,5,0.395,0.5683333333333332,0.29,0.0
3,0,4,1,11,1,1,5,16,0.7533333333333333,0.7016666666666667,1.0,1.0
3,0,-5,0,12,2,1,0,-2,0.7933333333333333,0.5833333333333334,1.0,0.0
0,0,3,0,9,-1,1,-10,0,0.4702645685713393,0.27554589052695017,0.42209631728045327,1.0
4,0,5,2,6,6,1,70,2,0.10833333333333334,0.18000000000000002,0.44,0.0
1,0,8,3,6,-2,1,-60,2,0.45999999999999996,0.425,1.0,0.76
0,4,-20,0,10,-1,1,-20,0,0.895,0.75,0.0,0.96
6,0,-6,1,10,-1,1,-5,1,0.8333333333333334,0.6066666666666667,1.0,1.0
-6,0,10,0,10,-2,1,15,1,0.385,0.535,0.71,0.0
2,8,3,0,10,-3,1,0,12,0.7433333333333333,0.6,1.0,1.0
-3,0,-3,4,9,3,1,-15,-8,0.21666666666666667,0.7999999999999999,1.0,0.0
3,0,-13,0,6,-5,1,0,1,0.529955385595921,0.4997634224933775,0.0,0.0
5,1,-6,2,7,-2,1,5,8,0.5616666666666666,0.5383333333333333,1.0,0.0
3,0,6,3,10,0,1,10,2,0.4366666666666667,0.3833333333333333,1.0,0.62
5,0,-13,2,7,-4,1,0,2,0.52,0.6933333333333334,0.0,0.83
4,0,0,1,12,3,1,-5,4,0.6133333333333333,0.5533333333333333,1.0,1.0
5,2,-4,2,11,2,1,-10,7,0.4517423153536937,0.3425538883582239,1.0,0.9715504978662873
3,3,0,1,15,2,1,-5,2,0.7089783281733747,0.45768347738453513,1.0,1.0
-1,0,-9,3,9,0,1,-25,-4,0.37980085348506404,0.7044478482216293,1.0,0.6842105263157895
2,4,4,0,11,4,1,65,1,0.8693430272377641,0.3477889795316285,1.0,0.4623044096728307
0,2,6,1,10,-1,1,20,-1,0.6383333333333333,0.4916666666666667,0.0,1.0
5,1,0,2,10,-1,1,0,1,0.36833333333333335,0.2583333333333333,0.41,0.0
1,2,-10,0,4,-6,1,-10,7,0.7983333333333333,0.6433333333333334,0.0,0.69
4,0,1,1,6,2,1,-60,13,0.5766666666666667,0.5583333333333332,0.38,0.58
0,0,11,2,11,3,1,60,-1,0.6366666666666666,0.59,1.0,0.82
1,0,-1,0,8,1,1,0,2,0.611111111111111,0.47890480402656993,1.0,0.0
1,0,13,2,7,3,1,0,6,0.3033333333333333,0.42666666666666675,1.0,0.0
1,0,19,2,7,0,1,85,19,0.66,0.5683333333333334,1.0,0.96
4,0,0,2,15,1,1,-65,1,0.5516666666666666,0.6083333333333333,0.0,0.0
-3,0,0,4,9,1,1,5,-4,0.25,0.6116666666666667,1.0,0.0
2,0,12,1,6,7,1,55,1,0.7983333333333333,0.725,1.0,0.79
-1,0,5,1,9,-1,1,25,-4,0.7027716373162797,0.43371536585949294,1.0,0.7894736842105263
4,0,-5,1,7,-2,1,-5,4,0.16666666666666666,0.4583333333333333,0.0,0.0
2,0,-7,4,9,-3,1,-20,1,0.19666666666666666,0.4816666666666667,1.0,0.0
2,0,4,0,7,2,1,20,-1,0.7466666666666667,0.5266666666666667,1.0,0.34
2,0,-2,1,13,-2,1,5,18,0.6812354772000541,0.6094947011153553,1.0,0.5960170697012802
-2,1,5,3,6,0,1,20,-1,0.22833333333333336,0.6266666666666666,1.0,0.11
0,1,1,0,7,-1,1,40,2,0.8566666666666668,0.6883333333333334,1.0,0.65
-1,4,8,0,6,2,1,20,-21,0.4694167852062589,0.38454819458430817,0.0,0.8165007112375533
6,0,-7,0,10,0,1,-10,2,0.7516666666666666,0.8166666666666668,0.31,0.86
0,-2,-1,3,7,-5,1,-5,0,0.478844169246646,0.6548016843452232,1.0,0.0
-1,7,-4,0,8,2,1,0,1,0.775,0.33,0.65,1.0
-2,4,4,0,10,0,1,-5,-20,0.5016666666666667,0.48500000000000004,0.52,1.0
-4,0,5,3,12,-2,1,-15,-11,0.46166666666666667,0.605,1.0,0.77
1,1,-11,1,9,-1,1,-5,21,0.64,0.3933333333333333,0.0,0.79
2,0,-13,2,11,0,1,-65,3,0.615,0.7266666666666667,1.0,1.0
0,0,9,0,6,-3,1,10,0,0.43,0.27499999999999997,0.0,1.0
-3,0,-3,3,11,2,1,65,-1,0.3835497835497836,0.699815959541575,0.0,0.0
4,0,1,1,9,-2,1,25,12,0.5,0.2911943120000473,0.0,1.0
2,4,-5,1,9,2,1,0,1,0.6529877609791216,0.5637611136413648,1.0,1.0
4,0,-4,1,7,7,1,65,14,0.7733333333333334,0.5950000000000001,0.0,0.0
-1,6,2,0,14,5,1,20,-3,0.9233333333333333,0.69,1.0,0.54
7,0,12,2,8,0,1,10,-5,0.6333333333333333,0.315,0.0,0.8
-4,1,9,1,11,2,1,20,-2,0.725,0.40499999999999997,1.0,0.0
4,0,7,0,5,0,1,5,-4,0.365,0.6083333333333333,1.0,0.0
7,0,1,1,10,0,1,-20,1,0.7450000000000001,0.4166666666666667,0.68,0.0
0,-1,11,2,7,-4,1,15,1,0.5633333333333334,0.6216666666666667,0.0,0.0
5,0,6,1,10,5,1,60,4,0.49666666666666665,0.425,1.0,0.19
2,5,-3,1,11,-2,1,-25,1,0.6216666666666667,0.465,1.0,0.54
3,0,0,1,7,3,1,65,-1,0.36833333333333335,0.4183333333333333,0.61,0.0
7,0,-7,0,7,3,1,0,2,0.66,0.5216666666666666,1.0,1.0
-5,1,1,3,7,-2,1,-5,-2,0.33166666666666667,0.49500000000000005,0.0,0.0
0,4,1,1,10,-6,1,-25,2,0.665,0.6633333333333334,1.0,0.85
1,1,6,1,11,-3,1,0,1,0.5116666666666666,0.47666666666666674,0.0,0.15
-3,1,1,0,12,2,1,0,1,0.8466666666666667,0.635,1.0,1.0
6,7,-8,0,10,1,1,0,-2,0.9012109623964308,0.6104123906054921,1.0,1.0
-2,0,12,0,7,0,1,55,-1,0.355,0.5916666666666667,1.0,1.0
-1,4,9,2,10,2,1,-5,2,0.5681114551083591,0.41477696783214574,0.0,1.0
11,0,2,1,7,6,1,-55,3,0.7033333333333333,0.3466666666666667,1.0,0.86
2,0,3,0,6,0,1,-5,2,0.6766666666666667,0.6683333333333333,1.0,1.0
1,2,-3,2,14,1,1,0,1,0.6666666666666666,0.36829571160189484,0.0,0.0
2,1,0,0,9,-4,1,20,-4,0.8633333333333333,0.6716666666666667,1.0,0.86
-4,0,9,1,6,-2,1,15,1,0.583442555883687,0.38335685280205567,0.0,0.6571834992887624
-10,0,4,4,4,-8,1,0,-3,0.3333333333333333,0.6800413456117272,0.0,0.0
6,0,-16,2,5,-5,1,-5,8,0.5716666666666667,0.5516666666666666,0.74,0.0
3,7,4,0,5,7,1,-20,1,0.7002002002002001,0.6818873582957902,1.0,0.8378378378378378
3,0,-1,0,8,-2,1,65,-4,0.5,0.6183333333333333,1.0,1.0
5,0,-2,2,7,5,1,-5,10,0.5384981671697043,0.3525394004259885,0.5382436260623229,0.6927453769559033
5,0,-2,1,15,-1,1,0,-1,0.6656331273902826,0.6575541889414319,1.0,0.89900426742532
-3,1,3,0,9,5,1,-15,-5,0.645,0.56,0.0,0.86
2,0,-3,1,12,5,1,5,28,0.7916666666666666,0.61,1.0,0.0
0,0,3,1,13,0,1,0,0,0.7224156041798095,0.6083770504744831,1.0,0.9559032716927454
-1,7,-11,1,10,7,1,5,-18,0.7779033469966219,0.7819767982913447,1.0,0.0
-2,0,-3,0,10,2,1,-25,7,0.545,0.58,1.0,0.27
3,0,8,0,6,1,1,50,18,0.445,0.42,1.0,0.0
-1,-2,14,0,9,2,1,20,-9,0.385,0.5183333333333334,0.0,0.0
-2,0,4,1,10,1,1,10,-24,0.71,0.75,1.0,0.63
0,0,-3,2,9,-1,1,-5,0,0.6483333333333333,0.6016666666666667,0.0,0.89
4,0,6,3,10,2,1,25,-2,0.4037603569152326,0.25636006133865913,1.0,0.0
3,3,1,1,8,3,1,-20,5,0.45,0.49499999999999994,1.0,0.7
4,4,-11,1,7,-3,1,40,2,0.7833333333333333,0.7033333333333335,0.0,0.0
5,3,-11,0,7,4,1,-5,8,0.8450000000000001,0.545,1.0,0.82
0,0,2,0,11,0,1,-15,-1,0.6983333333333333,0.5233333333333333,1.0,0.43
0,0,-8,4,5,-3,1,5,-2,0.25,0.7416666666666667,0.5,0.0
7,0,3,0,15,-1,1,40,1,0.9266666666666667,0.4566666666666666,0.0,1.0
-1,-4,-3,2,7,-1,1,-5,14,0.635,0.5766666666666667,1.0,0.0
-4,0,7,0,4,0,1,-15,-2,0.38926553900300265,0.5008983082538676,1.0,0.0
4,0,2,1,11,5,1,55,8,0.595,0.355,1.0,0.0
-5,0,6,3,7,-4,1,10,-3,0.20414665026675638,0.5492936649945559,0.0,0.0
-3,1,18,0,6,1,1,25,-1,0.8566666666666668,0.715,1.0,0.59
0,0,0,4,7,-1,1,-45,0,0.27,0.1416666666666667,0.0,0.0
-2,0,12,0,8,-2,1,10,-4,0.4483333333333333,0.49333333333333335,0.0,0.97
6,0,-6,2,9,1,1,-5,3,0.5416666666666666,0.365,0.68,0.0
3,0,-1,1,9,7,1,20,11,0.37999999999999995,0.6733333333333333,1.0,0.69
-5,0,2,4,11,-6,1,-20,-15,0.2351274787535411,0.6042536219909563,0.41076487252124644,0.0
0,0,7,3,12,0,1,5,0,0.395,0.5616666666666666,0.5,0.0
-1,0,2,0,12,-1,1,20,-1,0.8248328128581357,0.5830250361125617,1.0,0.8093883357041252
7,0,0,0,8,-2,1,40,-1,0.27666666666666667,0.25166666666666665,0.0,0.0
5,0,7,2,12,1,1,-65,1,0.5709842969904889,0.48397017437609663,1.0,0.7695590327169275
-1,0,7,3,6,1,1,0,16,0.5,0.6966666666666667,1.0,0.0
-1,-12,9,1,4,1,1,5,-8,0.695572445807389,0.8087206224071064,1.0,0.0
-3,0,4,3,9,1,1,-40,-2,0.49666666666666665,0.6916666666666668,0.0,0.0
4,1,6,3,6,-2,1,-65,10,0.5,0.4774886583139928,0.0,1.0
6,2,4,2,10,-1,1,-25,1,0.45,0.5866666666666667,1.0,0.0
8,0,-1,0,11,4,1,20,2,0.9359464627151052,0.8444898052928647,1.0,1.0
0,3,6,2,7,0,1,5,0,0.4978065138345443,0.4304279062188376,0.7507082152974505,0.2361308677098151
3,0,-3,0,7,-4,1,-15,16,0.46166666666666667,0.47,0.0,0.0
0,0,-9,2,7,-2,1,0,-1,0.4916666666666667,0.5983333333333333,1.0,0.0
2,0,7,2,7,-2,1,5,19,0.6666666666666666,0.6266666666666666,1.0,1.0
2,4,-1,2,6,-1,1,-5,4,0.4012184508268059,0.5757395914265008,0.0,1.0
-2,1,-7,2,9,-3,1,5,-2,0.5287322765968182,0.6078431372549019,0.3937677053824363,0.0
0,0,3,2,10,1,1,-10,0,0.63,0.6183333333333333,1.0,0.0
-5,0,0,4,7,1,1,-55,-2,0.205,0.7383333333333334,0.0,0.0
-3,0,19,0,6,3,1,25,-1,0.3333333333333333,0.4566666666666667,1.0,0.0
7,0,-7,2,7,0,1,-60,2,0.6233333333333334,0.5333333333333333,1.0,0.74
0,0,-8,0,6,-1,1,10,3,0.5033333333333333,0.5416666666666666,0.0,1.0
4,0,-1,2,10,2,1,25,-2,0.5973868605447553,0.6892008744177408,0.0,0.7254623044096729
0,8,-22,1,4,2,1,-10,0,0.8333333333333334,0.62,1.0,1.0
2,0,-10,0,8,4,1,-10,-6,0.5,0.6150000000000001,0.0,0.0
1,0,9,0,12,3,1,0,2,0.73,0.5633333333333334,1.0,0.92
-3,1,-5,3,11,-1,1,-5,-5,0.3933333333333333,0.435,0.0,0.58
0,0,8,0,5,0,1,40,0,0.75,0.625,1.0,0.9
3,1,2,0,8,3,1,0,3,0.8890762012724268,0.7829731693947863,1.0,0.0
2,0,-3,0,5,2,1,40,1,0.30833333333333335,0.5133333333333333,0.0,0.61
1,0,1,1,10,1,1,-20,1,0.4200000000000001,0.28500000000000003,0.05,0.0
6,0,4,2,8,2,1,-25,2,0.39198269963618376,0.443742182950371,1.0,0.5718349928876245
1,0,-6,1,14,0,1,5,8,0.7835467045993362,0.6888013269926775,0.0,0.701280227596017
-2,1,12,0,4,2,1,5,-20,0.9541108986615678,0.8047875241142978,1.0,1.0
-1,0,-2,0,9,-2,1,-25,-9,0.2413466097676624,0.3905897144842084,0.0,0.4480796586059744
5,0,-3,0,10,-2,1,5,18,0.5,0.30147161481383883,1.0,1.0
0,6,-4,2,12,2,1,-5,0,0.4581477305633082,0.5628908693033133,0.0,1.0
6,0,-6,1,12,5,1,0,-2,0.8216666666666667,0.6133333333333333,1.0,0.93
2,0,4,0,5,-2,1,-15,-2,0.5383304537285322,0.5445181307406546,1.0,0.8975817923186344
3,0,-5,2,10,-2,1,5,27,0.6666666666666666,0.515,1.0,0.0
-4,0,10,3,7,2,1,-10,-9,0.18000000000000002,0.41,0.17,0.0
0,0,10,0,9,3,1,-10,0,0.6733333333333332,0.40166666666666667,0.06,0.83
-1,-2,2,1,11,-1,1,-5,2,0.645,0.4916666666666667,1.0,0.0
1,0,1,1,9,3,1,-5,5,0.479360165118679,0.5518543959223546,0.0,0.0
7,0,4,0,14,3,1,-10,1,0.6005089058524172,0.47925214075373557,1.0,0.0
-5,1,17,1,6,3,1,25,1,0.665,0.7183333333333334,1.0,0.47
2,0,12,2,8,2,1,65,26,0.58,0.7483333333333334,0.0,0.0
2,3,-2,1,6,2,1,-65,1,0.8333333333333334,0.7883333333333334,0.0,1.0
-4,1,1,0,8,-5,1,0,-10,0.4533333333333333,0.32666666666666666,1.0,0.0
-7,0,-6,0,9,-1,1,10,-5,0.4244564284403507,0.8333333333333334,1.0,0.0
-2,2,4,1,12,4,1,0,-1,0.34500000000000003,0.47500000000000003,0.19,0.45
1,1,3,2,7,-2,1,-25,1,0.5416666666666666,0.5616666666666666,1.0,1.0
8,0,-14,0,13,-3,1,-10,3,0.84,0.6849999999999999,1.0,0.73
0,-3,-4,1,9,-2,1,-5,0,0.5671673781545049,0.6102296913388786,1.0,1.0
3,0,-2,2,9,0,1,25,-1,0.4615210563947542,0.5444285750769758,0.48158640226628896,0.0
6,0,-1,0,11,-3,1,-65,1,0.5483333333333333,0.47833333333333333,0.0,1.0
3,0,0,1,9,-2,1,65,-3,0.6409747796231712,0.6293021919805326,1.0,0.0
6,0,-11,2,9,-4,1,0,5,0.6666666666666666,0.5983333333333333,1.0,1.0
0,0,16,2,9,7,1,0,1,0.49166666666666664,0.445,0.49,0.83
-1,1,2,0,9,3,1,0,1,0.6621418525797794,0.5317693823747611,1.0,0.9374110953058321
7,0,2,1,6,6,1,5,9,0.5833333333333334,0.58,0.0,1.0
3,1,-13,1,12,1,1,-15,4,0.688682392768133,0.561355405669339,1.0,0.7923186344238976
1,0,-13,4,9,-5,1,-5,17,0.3333333333333333,0.7162044444183507,0.0,0.0
4,2,0,3,12,3,1,5,3,0.3983333333333334,0.28833333333333333,0.0,0.9
3,2,3,1,13,7,1,5,3,0.5517505953002401,0.5422111862346038,0.41359773371104813,0.6671408250355618
7,0,-16,0,11,1,1,5,-2,0.8464267581485716,0.7359216341156672,0.0,1.0
-2,0,11,0,7,-2,1,25,-13,0.8373776253033219,0.8130591419060683,1.0,0.4793741109530583
3,0,-2,1,9,-4,1,-65,1,0.47000000000000003,0.465,0.53,0.71
0,0,11,1,6,-2,1,5,0,0.7933333333333333,0.7133333333333334,0.0,1.0
5,2,-2,1,10,-3,1,0,-6,0.7423898391828673,0.5028754060925209,0.7138810198300283,1.0
1,3,-2,1,9,3,1,-15,1,0.7066666666666667,0.5883333333333334,0.0,0.65
2,0,5,1,8,0,1,70,-1,0.7531548993454465,0.4854252035017774,0.7308781869688386,0.7880512091038406
2,1,0,0,12,1,1,-15,1,0.8115586155694282,0.6701962100523554,1.0,0.7283072546230441
-3,-3,-1,1,8,-1,1,-5,-2,0.7875399361022364,0.7932175674422416,1.0,0.0
-3,0,-3,0,10,-4,1,-25,1,0.5725725725725725,0.36032932923794797,1.0,0.0
2,0,7,0,10,-1,1,10,-2,0.673040152963671,0.5414917286126268,1.0,1.0
6,0,4,3,7,1,1,10,1,0.44,0.43500000000000005,0.0,0.0
0,0,15,0,7,0,1,0,14,0.4216666666666667,0.5466666666666666,1.0,0.25
-1,-2,16,1,8,6,1,25,-1,0.6733333333333333,0.6583333333333333,1.0,0.67
-1,0,11,0,4,4,1,5,-1,0.38833333333333336,0.285,1.0,0.0
0,0,9,1,14,-1,1,15,1,0.6066666666666666,0.32666666666666666,0.0,1.0
7,1,0,2,9,1,1,0,4,0.5666666666666667,0.2683333333333333,0.4,1.0
4,10,0,1,13,1,1,0,1,0.7883333333333334,0.6416666666666667,0.73,0.0
-4,0,2,3,5,-3,1,-15,-1,0.3933333333333333,0.6133333333333333,0.36,1.0
6,1,-4,1,9,0,1,-20,11,0.51,0.4183333333333333,0.77,0.0
4,0,8,0,9,-1,1,0,13,0.6633333333333334,0.4766666666666666,1.0,1.0
6,0,-4,2,5,-2,1,10,15,0.16666666666666666,0.5383333333333333,1.0,0.0
5,0,-1,1,7,0,1,0,-4,0.8183333333333334,0.5333333333333333,0.0,0.91
2,0,16,0,6,1,1,0,27,0.574192908226875,0.25109553571857685,1.0,0.6017069701280228
4,0,11,1,9,5,1,20,9,0.5966666666666667,0.39166666666666666,1.0,0.0
7,1,5,1,10,0,1,5,3,0.8333333333333334,0.6264521958825248,0.0,1.0
1,0,-17,2,4,-4,1,-5,6,0.3025130393551446,0.6310305597341078,0.0,0.8150782361308677
2,0,-1,2,8,2,1,65,-1,0.5966666666666667,0.79,0.0,1.0
-1,8,0,1,6,5,1,-15,-1,0.61,0.5599999999999999,0.06,0.0
-4,0,12,2,7,0,1,25,-1,0.5041686045510138,0.7787807381108817,0.0,0.21621621621621623
3,-6,4,2,7,-5,1,-15,2,0.38666666666666666,0.325,0.0,0.48
5,0,-2,0,17,2,1,-25,1,0.8633333333333333,0.4916666666666667,0.33,0.85
4,2,-4,0,10,4,1,-25,9,0.605,0.4566666666666667,0.51,0.76
5,0,7,1,10,10,1,90,-6,0.6883333333333334,0.6583333333333333,0.0,0.85
6,1,-3,0,15,0,1,0,2,0.8938503380921308,0.8425282868007327,1.0,0.844950213371266
-4,0,12,1,8,-1,1,65,-2,0.7574161240234455,0.7735083258441483,1.0,0.0
5,0,-4,0,10,1,1,20,-1,0.7600000000000001,0.7266666666666666,1.0,0.86
1,0,10,0,10,0,1,-40,8,0.7082264757565492,0.6499585478752766,1.0,1.0
-1,2,4,1,9,0,1,65,-12,0.5316160756832925,0.3841635529537763,0.3909348441926346,1.0
3,3,1,0,8,1,1,20,-4,0.8516666666666667,0.6466666666666666,1.0,0.66
-1,11,9,1,9,-1,1,5,-19,0.7928616953473551,0.5704139412276211,1.0,1.0
-2,-1,12,0,3,0,1,10,-3,0.5433333333333333,0.5633333333333334,0.0,1.0
0,0,10,1,12,2,1,25,-2,0.52113962582571,0.4452155008936262,0.71671388101983,0.6785206258890469
-1,7,-11,2,11,2,1,0,3,0.6500711237553343,0.5635735571085002,1.0,0.9004267425320057
-3,0,16,0,13,5,1,0,-4,0.9757481940144479,0.5352857241734266,1.0,1.0
4,0,0,0,10,0,1,20,-1,0.9333333333333332,0.7833333333333333,1.0,0.8
8,0,-6,1,10,3,1,-25,12,0.6133333333333334,0.5016666666666666,1.0,1.0
4,0,5,0,9,4,1,-5,21,0.3,0.20333333333333334,0.44,0.0
2,0,2,3,6,-3,1,5,18,0.41333333333333333,0.5933333333333334,1.0,0.0
0,0,-4,1,15,1,1,5,0,0.5966666666666667,0.6333333333333333,1.0,0.9
4,0,-7,1,10,0,1,-15,10,0.8027405991077119,0.7758447408550033,1.0,0.0
1,0,9,0,7,1,1,0,18,0.6410457075881723,0.442245302486977,1.0,1.0
2,0,-2,1,9,0,1,-5,24,0.6033333333333334,0.7916666666666666,0.0,0.62
6,0,3,0,8,2,1,15,1,0.8333333333333334,0.4483333333333334,1.0,1.0
-4,1,-8,0,9,1,1,-60,-1,0.5616666666666666,0.34500000000000003,1.0,0.55
2,0,-5,0,8,-3,1,-10,-2,0.39166666666666666,0.5366666666666666,0.14,0.0
-2,0,3,2,10,1,1,-65,1,0.625,0.4266666666666666,1.0,0.0
1,2,-5,1,13,1,1,-25,2,0.6198928375961869,0.6728299099599836,1.0,0.18492176386913228
-3,0,17,0,3,-2,1,25,-2,0.6633333333333333,0.5333333333333333,1.0,0.96
1,0,5,2,11,-1,1,0,-2,0.5330222431434655,0.4120737616147814,0.0,0.8961593172119487
-3,0,-5,2,9,-3,1,-20,1,0.3433333333333333,0.6383333333333333,0.69,0.62
4,0,2,1,7,-3,1,0,3,0.4599025968471566,0.5517730346297377,1.0,0.701280227596017
4,0,15,1,11,5,1,65,-1,0.7870074547390842,0.528880040983421,0.0,1.0
0,0,2,2,10,1,1,25,-1,0.5610687022900763,0.67844911941117,1.0,0.0
-1,0,4,2,9,-4,1,-5,-6,0.6666666666666666,0.5283333333333333,1.0,1.0
-1,0,4,2,9,6,1,-25,-1,0.205,0.51,0.45,0.12
4,0,-6,3,9,-7,1,-15,5,0.47333333333333333,0.5866666666666667,1.0,0.84
5,0,6,3,7,0,1,10,10,0.40627650551314676,0.3775105752497369,0.0,1.0
-1,0,12,0,8,6,1,0,-2,0.7279630578958329,0.601942342478889,0.0,0.6813655761024182
1,2,-3,1,9,-3,1,35,-5,0.425,0.63,0.05,0.15
4,0,-6,0,6,0,1,10,10,0.8383333333333333,0.5716666666666667,1.0,0.0
-10,-4,14,3,4,-2,1,25,-1,0.44778067885117495,0.7207549777083412,1.0,0.0
-4,0,6,2,9,-4,1,65,-2,0.5733333333333334,0.6050000000000001,0.0,0.44
2,-3,-1,4,11,4,1,0,1,0.3333333333333333,0.46666666666666673,0.0,0.0
0,0,0,4,7,3,1,-65,2,0.3333333333333333,0.6698109211817411,1.0,0.0
1,0,-5,0,14,-2,1,65,-20,0.945,0.46,1.0,0.0
-6,0,14,1,9,-2,1,0,-2,0.7698333007930532,0.7780915588308431,1.0,0.9331436699857752
2,0,-14,1,11,4,1,0,-1,0.7050000000000001,0.8716666666666667,1.0,1.0
7,0,-5,0,9,-1,1,55,2,0.19833333333333333,0.3066666666666667,0.0,0.0
-1,-1,16,0,9,5,1,25,-1,0.764902276940493,0.5257929685410602,1.0,0.0
0,0,13,2,7,2,1,-40,-1,0.28833333333333333,0.5683333333333334,0.0,0.0
6,3,3,2,12,3,1,5,6,0.6666666666666666,0.37239508958978634,0.0,1.0
0,0,5,2,7,0,1,0,0,0.5533333333333333,0.38999999999999996,0.0,0.52
-3,0,9,4,11,2,1,10,-3,0.07576661199741563,0.6584803778276854,0.1388101983002833,0.3157894736842105
0,0,5,1,7,0,1,-40,1,0.7966666666666667,0.7433333333333333,0.0,0.0
3,0,9,1,7,1,1,20,-2,0.6383333333333333,0.7733333333333334,1.0,1.0
2,0,0,1,12,1,1,60,-2,0.47500000000000003,0.6383333333333333,0.0,0.0
-2,0,12,2,14,-2,1,25,-7,0.40234059725585153,0.3577945568049035,1.0,1.0
3,2,-1,1,12,1,1,-40,-2,0.6666666666666666,0.4145950771567512,0.0,1.0
-4,0,3,3,9,-3,1,65,-2,0.38833333333333336,0.5466666666666666,0.45,0.0
0,4,18,1,8,1,1,10,0,0.8183333333333334,0.6416666666666667,1.0,1.0
6,0,-10,3,8,1,1,15,1,0.5,0.5597048114177374,1.0,0.0
7,4,-4,0,12,2,1,0,1,0.5416666666666666,0.5816666666666667,0.26,0.11
-5,0,3,3,6,-3,1,5,-4,0.32,0.545,0.0,0.0
-4,0,-1,3,7,-2,1,-10,-7,0.2816666666666667,0.5333333333333333,1.0,0.69
8,6,-14,2,12,0,1,-25,1,0.63,0.4483333333333333,1.0,1.0
-3,1,7,1,9,5,1,40,1,0.6483333333333333,0.3666666666666667,0.0,0.81
0,0,9,0,5,2,1,60,-1,0.515,0.48666666666666664,1.0,0.77
5,0,-3,2,7,3,1,15,2,0.6666666666666666,0.5383333333333332,1.0,1.0
-2,0,-9,1,9,-8,1,65,-1,0.4821304973841995,0.6513413583044584,0.6685552407932012,0.5803698435277382
10,0,9,0,13,6,1,-5,2,0.8066666666666666,0.5583333333333333,0.27,0.93
0,0,-8,4,6,-3,1,-5,3,0.3333333333333333,0.7793155480589254,0.0,0.0
-2,0,-3,0,11,1,1,0,-11,0.6016666666666667,0.465,1.0,0.0
7,0,-2,1,10,1,1,-5,6,0.395,0.2733333333333334,1.0,0.63
5,0,-4,1,9,-2,1,0,-7,0.5442301673483049,0.7092929013660174,1.0,0.8150782361308677
0,1,4,2,13,3,1,5,-1,0.61,0.4983333333333333,1.0,0.79
5,3,-16,1,9,0,1,60,7,0.7766666666666667,0.7016666666666667,0.0,0.0
5,0,6,1,11,-1,1,10,2,0.7200000000000001,0.5466666666666667,1.0,1.0
0,0,-9,1,14,-1,1,0,1,0.7566666666666667,0.5499999999999999,1.0,1.0
-3,0,4,1,8,-2,1,10,4,0.7433333333333333,0.6416666666666667,1.0,0.82
-2,8,-7,1,5,3,1,-25,-21,0.5,0.4185577282250747,1.0,0.0
2,0,-9,4,9,-2,1,-15,-1,0.28833333333333333,0.5233333333333333,1.0,0.73
0,2,-2,1,10,-2,1,-25,1,0.7583333333333333,0.7866666666666666,1.0,0.9
0,4,-5,0,11,-2,1,-25,1,0.4958190977812791,0.5101990432730175,0.41359773371104813,1.0
5,0,-1,2,9,-2,1,10,6,0.6,0.7283333333333334,1.0,0.0
0,0,3,1,9,-4,1,65,1,0.6924332050293547,0.42546110215947097,0.0,1.0
3,0,-1,0,11,-1,1,0,1,0.5,0.4518954457950492,0.0,1.0
6,1,-3,1,10,6,1,5,-2,0.5936902485659655,0.44510936345572355,1.0,0.0
6,4,-7,1,11,-7,1,-25,1,0.49833333333333335,0.6166666666666666,1.0,0.62
4,3,-1,1,8,-4,1,0,1,0.8240872451398767,0.5558714648443466,1.0,0.9445234708392604
9,0,4,0,4,3,1,15,4,0.59,0.49166666666666664,0.0,0.7
3,0,5,2,8,-1,1,-10,3,0.6666666666666666,0.7288417384841651,1.0,1.0
3,4,-6,1,13,-2,1,0,5,0.425,0.405,0.71,0.3
3,0,6,1,8,3,1,0,25,0.3333333333333333,0.26166666666666666,0.0,0.0
2,0,10,2,10,3,1,-5,27,0.5093323536473396,0.617317285557672,1.0,0.6386913229018493
0,0,9,4,4,1,1,-35,0,0.29179179179179177,0.7559897358658968,0.0,0.0
8,0,-14,1,8,0,1,15,9,0.5216666666666666,0.325,0.59,0.0
